รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-000691,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบฝาปิด ขนาด 40 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถัง,"1,700.00",2568,691,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานผู้ป่วยในชาย
P230-000692,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 35 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,750.00,2568,692,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานผู้ป่วยในชาย
P230-000693,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 18 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,500.00,2568,693,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานผู้ป่วยในชาย
P230-000694,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก ทรงสูง แบบมีล้อและมีฝา ขนาด 120 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,"1,800.00",2568,694,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานผู้ป่วยในชาย
P230-000695,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 3x3 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แพ็ค,30.00,2568,695,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานแพทย์แผนไทย
P230-000696,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 0.8x3 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แพ็ค,25.00,2568,696,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,งานแพทย์แผนไทย
P230-000697,วัสดุใช้ไป,รองเท้า ชนิดผ้ารังผึ้ง แบบ Slippers,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,คู่,110.00,2568,697,ในแผน,0.00,0.00,20.00,"2,200.00",20.00,"2,200.00",งานแพทย์แผนไทย
P230-000698,วัสดุใช้ไป,พรมเช็ดเท้า ขนาด 45*70 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ผืน,499.00,2568,698,ในแผน,0.00,0.00,6.00,"2,994.00",6.00,"2,994.00",งานแพทย์แผนไทย
P230-000699,วัสดุใช้ไป,พรมเช็ดเท้า ขนาด 45*120 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ผืน,830.00,2568,699,ในแผน,0.00,0.00,6.00,"4,980.00",6.00,"4,980.00",งานแพทย์แผนไทย
P230-000700,วัสดุใช้ไป,อิฐ ประสาน ขนาด 10*10*30 ซม.,วัสดุการเกษตร,วัสดุการเกษตร,ก้อน,20.00,2568,700,ในแผน,0.00,0.00,20.00,400.00,20.00,400.00,กลุ่มงานบริหารทั่วไป
P230-000701,วัสดุใช้ไป,ดิน ชนิดถุงสำเร็จ สำหรับปลูกต้นไม้,วัสดุการเกษตร,วัสดุการเกษตร,ถุง,10.00,2568,701,ในแผน,0.00,0.00,10.00,100.00,10.00,100.00,กลุ่มงานบริหารทั่วไป
P230-000702,วัสดุใช้ไป,แบตเตอรี่ แบบชาร์จไฟ ขนาด 800 มิลลิแอมป์,วัสดุไฟฟ้า,วัสดุไฟฟ้า-งบหน่วยงาน,ก้อน,500.00,2568,702,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริการด้านปฐมภูมิฯ
P230-000703,วัสดุใช้ไป,ตะกร้า ชนิดพลาสติก แบบทรงเหลี่ยม ขนาด 14 x 14.5 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,180.00,2568,703,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริการด้านปฐมภูมิฯ
P230-000704,วัสดุใช้ไป,กระดาน White board ติดผนัง ขนาด 120 x 90 cm. แบบติดผนัง ขนาด 120 x 90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,แผ่น,"1,500.00",2568,704,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริการด้านปฐมภูมิฯ
P230-000705,วัสดุใช้ไป,บันได ชนิดอเนกประสงค์ แบบ 20 ขั้น,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง-งบหน่วยงาน,ตัว,"5,900.00",2568,705,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริการด้านปฐมภูมิฯ
P230-000706,วัสดุใช้ไป,ตะกร้า ชนิดพลาสติก แบบทรงกลมและมีหูหิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ใบ,250.00,2568,706,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริการด้านปฐมภูมิฯ
P230-000707,วัสดุใช้ไป,แมกเนติก,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,730.00,2568,707,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000708,วัสดุใช้ไป,โอเวอร์โหลด,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,970.00,2568,708,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000709,วัสดุใช้ไป,ล้อรถเข็น แบบแป้นหมุน ขนาด 5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,265.00,2568,709,ในแผน,0.00,0.00,2.00,530.00,2.00,530.00,กลุ่มงานบริหารทั่วไป
P230-000710,วัสดุใช้ไป,ล้อรถเข็น แบบแป้นตาย ขนาด 5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,245.00,2568,710,ในแผน,0.00,0.00,2.00,490.00,2.00,490.00,กลุ่มงานบริหารทั่วไป
P230-000711,วัสดุใช้ไป,หมึก Printer Ink jet BT-D60 BK สีดำ,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,350.00,2568,711,ในแผน,0.00,0.00,6.00,"2,100.00",6.00,"2,100.00",กลุ่มงานบริหารทั่วไป
P230-000712,วัสดุใช้ไป,หมึก Printer Ink jet BT5000C สีฟ้า,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290.00,2568,712,ในแผน,3.00,870.00,6.00,"1,740.00",3.00,870.00,กลุ่มงานบริหารทั่วไป
P230-000713,วัสดุใช้ไป,หมึก Printer Ink jet BT5000M สีชมพู,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290.00,2568,713,ในแผน,3.00,870.00,6.00,"1,740.00",3.00,870.00,กลุ่มงานบริหารทั่วไป
P230-000714,วัสดุใช้ไป,หมึก Printer Ink jet BT5000Y สีเหลือง,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,กล่อง,290.00,2568,714,ในแผน,3.00,870.00,6.00,"1,740.00",3.00,870.00,กลุ่มงานบริหารทั่วไป
P230-000715,วัสดุใช้ไป,หน้าจาน ชนิดเหล็ก แบบเกลียว ขนาด 2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,600.00,2568,715,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000716,วัสดุใช้ไป,น๊อต สำหรับหน้าแปลน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,30.00,2568,716,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000717,วัสดุใช้ไป,ยางประเก็น สำหรับหน้าแปลน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,120.00,2568,717,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000718,วัสดุใช้ไป,ชุดกรองอากาศ (Silencer valve) สำหรับเครื่องเติมอากาศ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,"19,474.00",2568,718,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000719,วัสดุใช้ไป,ชุดน้ำทิ้ง สำหรับอ่างล้างเครื่องมือ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,358.00,2568,719,ในแผน,0.00,0.00,2.00,716.00,2.00,716.00,กลุ่มงานบริหารทั่วไป
P230-000720,วัสดุใช้ไป,ลูกบิด ชนิดหัวกลม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,99.00,2568,720,ในแผน,0.00,0.00,7.00,693.00,7.00,693.00,กลุ่มงานบริหารทั่วไป
P230-000721,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,18.00,2568,721,ในแผน,0.00,0.00,5.00,90.00,5.00,90.00,กลุ่มงานบริหารทั่วไป
P230-000722,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก สำหรับจับท่อ ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,4.00,2568,722,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000723,วัสดุใช้ไป,ประตูน้ำ ชนิด PVC ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,350.00,2568,723,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000724,วัสดุใช้ไป,ประตูน้ำ ชนิดทองเหลือง ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,295.00,2568,724,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000725,วัสดุใช้ไป,สกรู ชนิดเกลียวปล่อย ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,78.00,2568,725,ในแผน,0.00,0.00,4.00,312.00,4.00,312.00,กลุ่มงานบริหารทั่วไป
P230-000726,วัสดุใช้ไป,แปรงสลัดน้ำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ด้าม,60.00,2568,726,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000727,วัสดุใช้ไป,ฟองน้ำ สำหรับฉาบปูน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,8.00,2568,727,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000728,วัสดุใช้ไป,แผ่นขัดเอนกประสงค์,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ม้วน,550.00,2568,728,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000729,วัสดุใช้ไป,ไม้อัด หนา 15 มม.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,715.00,2568,729,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000730,วัสดุใช้ไป,คาบูเรเตอร์ สำหรับเครื่องตัดแต่งกิ่งไม้,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,520.00,2568,730,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000731,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 6*14 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,42.00,2568,731,ในแผน,0.00,0.00,12.00,504.00,12.00,504.00,กลุ่มงานบริหารทั่วไป
P230-000732,วัสดุใช้ไป,แฟ้ม แบบแขวน สีม่วง,วัสดุสำนักงาน,วัสดุสำนักงาน,แฟ้ม,15.00,2568,732,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000733,วัสดุใช้ไป,ขายึด ชนิดเหล็ก สำหรับอ่าง,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,40.00,2568,733,ในแผน,0.00,0.00,2.00,80.00,2.00,80.00,กลุ่มงานบริหารทั่วไป
P230-000734,วัสดุใช้ไป,เทอร์โมฟิวส์ แบบ 188 องศา ขนาด 10A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,10.00,2568,734,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000735,วัสดุใช้ไป,เทอมินอล สำหรับต่อสายไฟ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,4.00,2568,735,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000736,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 1 W สีแดง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,35.00,2568,736,ในแผน,0.00,0.00,1.00,35.00,1.00,35.00,กลุ่มงานบริหารทั่วไป
P230-000737,วัสดุใช้ไป,ปลั๊กไฟ แบบกราวเดี่ยว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,45.00,2568,737,ในแผน,0.00,0.00,2.00,90.00,2.00,90.00,กลุ่มงานบริหารทั่วไป
P230-000738,วัสดุใช้ไป,ยกเลิก กิ๊บ ชนิดพลาสติก,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20.00,2568,738,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000739,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก สำหรับสายโทรศัพท์ 2C,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กล่อง,20.00,2568,739,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000740,วัสดุใช้ไป,ใบพัดลม ขนาด 16 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,120.00,2568,740,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000741,วัสดุใช้ไป,ปลั๊กอุด แบบอุด ขนาด 1/2 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,6.00,2568,741,ในแผน,0.00,0.00,5.00,30.00,5.00,30.00,กลุ่มงานบริหารทั่วไป
P230-000742,วัสดุใช้ไป,พวงมาลา ชนิดดอกไม้ประดิษฐ์,วัสดุสำนักงาน,วัสดุสำนักงาน,พวง,"2,000.00",2568,742,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000743,วัสดุใช้ไป,น้ำยาฆ่าหญ้า แบบแกลลอน,วัสดุการเกษตร,วัสดุการเกษตร,แกลลอน,900.00,2568,743,ในแผน,0.00,0.00,2.00,"1,800.00",2.00,"1,800.00",กลุ่มงานบริหารทั่วไป
P230-000744,วัสดุใช้ไป,เข็มหมุด,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่่อง,65.00,2568,744,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000745,วัสดุใช้ไป,ปุ่มกด สำหรับประตูรีโมทอัตโนมัติ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,"3,500.00",2568,745,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000746,วัสดุใช้ไป,สมุด สำหรับลงนามถวายพระพร,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,600.00,2568,746,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000747,วัสดุใช้ไป,พระบรมฉายาลักษณ์ สมเด็จเจ้าฟ้าพัชรกิติยาภาฯ,วัสดุสำนักงาน,วัสดุสำนักงาน,บาน,"1,200.00",2568,747,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000748,วัสดุใช้ไป,ไขควง สำหรับเช็คกระแสไฟฟ้า,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,135.00,2568,748,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000749,วัสดุใช้ไป,ขาหลอดนีออน แบบสปริงหัวโต,วัสดุไฟฟ้า,วัสดุไฟฟ้า,คู่,35.00,2568,749,ในแผน,0.00,0.00,10.00,350.00,10.00,350.00,กลุ่มงานบริหารทั่วไป
P230-000750,วัสดุใช้ไป,ลูกเสียบ ชนิดขาแบน แบบยาง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,10.00,2568,750,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000751,วัสดุใช้ไป,รางสายไฟ แบบ TT202,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,40.00,2568,751,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000752,วัสดุใช้ไป,กิ๊บ ชนิดพลาสติก ขนาด 2*1.5 นิ้ว,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20.00,2568,752,ในแผน,0.00,0.00,4.00,80.00,4.00,80.00,กลุ่มงานบริหารทั่วไป
P230-000753,วัสดุใช้ไป,ขั้วแป้นเกลียว ชนิดกระเบื้อง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,15.00,2568,753,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000754,วัสดุใช้ไป,สายไฟ แบบแข็ง ขนาด 2*1.5 ยาว 20 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ม้วน,280.00,2568,754,ในแผน,0.00,0.00,6.00,"1,680.00",6.00,"1,680.00",กลุ่มงานบริหารทั่วไป
P230-000755,วัสดุใช้ไป,รางสายไฟ แบบ TD204,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เส้น,90.00,2568,755,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000756,วัสดุใช้ไป,ฝาครอบ ชนิด PVC,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,6.00,2568,756,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000757,วัสดุใช้ไป,กล่องโทรศัพท์,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,35.00,2568,757,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000758,วัสดุใช้ไป,คอนเรนเซอร์ ขนาด 40/450V,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,250.00,2568,758,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000759,วัสดุใช้ไป,คอนเรนเซอร์ ขนาด 30/300V,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตัว,480.00,2568,759,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000760,วัสดุใช้ไป,ขาหนีบ สำหรับสปอตไลท์,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,65.00,2568,760,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000761,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 25 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,135.00,2568,761,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000762,วัสดุใช้ไป,ลูกเสียบ ชนิดขาแบน แบบ 3 ตา,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,15.00,2568,762,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000763,วัสดุใช้ไป,สายไฟ แบบอ่อน ขนาด 2*1,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เมตร,12.00,2568,763,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000764,วัสดุใช้ไป,ฟิวส์ ชนิดสั้น แบบหลอด ขนาด 10A,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20.00,2568,764,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000765,วัสดุใช้ไป,ข้องอ ชนิด PVC แบบ 90 องศา ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,35.00,2568,765,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000766,วัสดุใช้ไป,สามทาง ชนิด PVC แบบลด ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,20.00,2568,766,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000767,วัสดุใช้ไป,ข้องอ ชนิด PVC แบบ 45 องศา ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตัว,18.00,2568,767,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000768,วัสดุใช้ไป,กาว ชนิดประสาน สำหรับทาท่อ PVC ขนาด 100 กรัม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,70.00,2568,768,ในแผน,0.00,0.00,3.00,210.00,3.00,210.00,กลุ่มงานบริหารทั่วไป
P230-000769,วัสดุใช้ไป,บอลวาล์ว ชนิด PVC แบบสวม ขนาด 3/4 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,47.00,2568,769,ในแผน,0.00,0.00,2.00,94.00,2.00,94.00,กลุ่มงานบริหารทั่วไป
P230-000770,วัสดุใช้ไป,ข้อต่อลด ชนิด PVC ขนาด 3*1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,132.00,2568,770,ในแผน,0.00,0.00,2.00,264.00,2.00,264.00,กลุ่มงานบริหารทั่วไป
P230-000771,วัสดุใช้ไป,ยกเลิก ข้อต่อตรง ชนิด PVC แบบเกลียวนอก ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,15.00,2568,771,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000772,วัสดุใช้ไป,ขายึด ชนิดเหล็ก สำหรับซิงค์,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,40.00,2568,772,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000773,วัสดุใช้ไป,วอลฟุตตี้ ขนาด 1 กก.,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,121.00,2568,773,ในแผน,0.00,0.00,2.00,242.00,2.00,242.00,กลุ่มงานบริหารทั่วไป
P230-000774,วัสดุใช้ไป,สกรู ชนิดไดวอ ขนาด 1 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กล่อง,95.00,2568,774,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000775,วัสดุใช้ไป,สีน้ำ สีขาว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,95.00,2568,775,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000776,วัสดุใช้ไป,ยงยิปซั่ม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุง,33.00,2568,776,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000777,วัสดุใช้ไป,ลูกบิด สำหรับประตูทั่วไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,242.00,2568,777,ในแผน,0.00,0.00,7.00,"1,694.00",7.00,"1,694.00",กลุ่มงานบริหารทั่วไป
P230-000778,วัสดุใช้ไป,ลวดเชื่อม สำหรับสแตนเลส,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,15.00,2568,778,ในแผน,0.00,0.00,20.00,300.00,20.00,300.00,กลุ่มงานบริหารทั่วไป
P230-000779,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 10 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,295.00,2568,779,ในแผน,0.00,0.00,2.00,590.00,2.00,590.00,กลุ่มงานบริหารทั่วไป
P230-000780,วัสดุใช้ไป,เหล็ก ชนิดหนา 2.3 มม. แบบแผ่น ขนาด 4*8 ฟุต,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่น,"1,505.00",2568,780,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000781,วัสดุใช้ไป,กลอนประตู ชนิดอลูมีเนียม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,550.00,2568,781,ในแผน,0.00,0.00,2.00,"1,100.00",2.00,"1,100.00",กลุ่มงานบริหารทั่วไป
P230-000782,วัสดุใช้ไป,สายยาง ขนาด 5/4 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,เส้น,"2,160.00",2568,782,ในแผน,0.00,0.00,5.00,"10,800.00",5.00,"10,800.00",กลุ่มงานบริหารทั่วไป
P230-000783,วัสดุใช้ไป,ถุงมือ ชนิดผ้า,วัสดุการเกษตร,วัสดุการเกษตร,คู่,98.00,2568,783,ในแผน,0.00,0.00,30.00,"2,940.00",30.00,"2,940.00",กลุ่มงานบริหารทั่วไป
P230-000784,วัสดุใช้ไป,Flash drive แบบ USB ขนาด 16 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,180.00,2568,784,ในแผน,3.00,540.00,1.00,180.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
