id,หมวด,ประเภท,ประเภทย่อย,ชื่อสินค้า,จำนวนที่ต้องการใช้,หน่วยนับ,ราคาต่อหน่วย,คนที่ต้องการใช้(แผนก),จำนวนที่อนุมัติให้ใช้ได้ในปีงบนั้นๆ (โควต้า)
P230-000646,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าสี่เหลียม 2 ชั้น ผ้าย้อม ผ้าสี่เหลี่ยม 2 ชั้น ผ้าย้อมสีเขียวแก่ 25""x25"" (OR) ขนาด 25""x25"" สีเขียวแก่",100,ผืน,110,กลุ่มงานบริหารทั่วไป,100
P230-000647,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าสี่เหลียม 2 ชั้น ผ้าย้อม ผ้าสี่เหลียม 2 ชั้น ผ้าย้อมสีเขียวแก่ 45""x60"" (OR) ขนาด 45""x60"" สีเขียวแก่",100,ผืน,395,กลุ่มงานบริหารทั่วไป,100
P230-000648,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าสี่เหลียม 2 ชั้น ผ้าย้อม ผ้าสี่เหลี่ยม 2 ชั้น ผ้าย้อมสีเขียวแก่มุมสีม่วง 44""x44"" (OR) ขนาด 44""x44"" สีเขียวแก่มุมสีม่วง",300,ผืน,310,กลุ่มงานบริหารทั่วไป,300
P230-000649,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ยกเลิก ผ้าสี่เหลียม 2 ชั้น ผ้าย้อม ผ้าสี่เหลี่ยม 2 ชั้น ผ้าย้อมสีม่วง 16""x16"" (Dent ยกเลิกใช้แล้ว) ขนาด 16""x16"" สีม่วง",0,ผืน,30,กลุ่มงานบริหารทั่วไป,0
P230-000650,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าสี่เหลียม 2 ชั้น ผ้าย้อม ผ้าสี่เหลียม 2 ชั้น ผ้าย้อมสีม่วง 25""x25"" (Dent) ขนาด 25""x25"" สีม่วง",0,ผืน,90,กลุ่มงานบริหารทั่วไป,0
P230-000651,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าห่ม ผ้าทอเดี่ยว ขนาด 60""x80"" สีชมพู",40,ผืน,600,กลุ่มงานบริหารทั่วไป,40
P230-000652,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"ผ้าห่อ Spore test ผ้าฟอกขาว แบบ 2 ชั้น ขนาด 16""x26""",0,ผืน,80,กลุ่มงานบริหารทั่วไป,0
P230-000653,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"เสื้อกาวน์นอก ผ้าโทเรหนา แบบแขนสั้น ขนาด L , XL , XXL สีขา",0,ตัว,550,กลุ่มงานบริหารทั่วไป,0
P230-000654,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกาวน์ผ่าตัด ผ้าย้อม ขนาด XXL สีเขียวแก่,0,ตัว,450,กลุ่มงานบริหารทั่วไป,0
P230-000655,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกาวน์ผ่าตัด ผ้าย้อม ขนาด XXL สีชมพู,0,ตัว,450,กลุ่มงานบริหารทั่วไป,0
P230-000656,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อคลุมกิโมโน ผ้าโทเรหนา แบบแขนสั้น ขนาด XL สีเขียวแก่,0,ตัว,380,กลุ่มงานบริหารทั่วไป,0
P230-000657,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"เสื้อคลุมกิโมโน ผ้าโทเรหนา แบบแขนสั้น ขนาด L , XL สีชมพู",0,ตัว,380,กลุ่มงานบริหารทั่วไป,0
P230-000658,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ยกเลิก เสื้อคลุม ผ้าวินเซนต์ แบบแขนยาวจ๊ำแขน กระเป๋าในขวา ขนาด L สีม่วง,0,ตัว,500,กลุ่มงานบริหารทั่วไป,0
P230-000659,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"เสื้อคลุม ผ้าวินเซนต์ แบบแขนยาวจ้ำแขน ขนาด L , XL สีขาว",80,ตัว,500,กลุ่มงานบริหารทั่วไป,80
P230-000660,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"เสื้อคลุม ผ้าวินเซนต์ แบบแขนยาวจ้ำแขน ขนาด L , XL สีน้ำเงิน",0,ตัว,500,กลุ่มงานบริหารทั่วไป,0
P230-000661,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,"เสื้อคลุม ผ้าวินเซนต์ แบบแขนยาวจ้ำแขน ขนาด M , L , XL สีฟ้า",0,ตัว,500,กลุ่มงานบริหารทั่วไป,0
P230-000662,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อเด็กกลาง ผ้าย้อม ขนาดเด็ก 4-7 ปี สีเขียวโศก,0,ผืน,150,กลุ่มงานบริหารทั่วไป,0
P230-000663,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อเด็กเล็ก ผ้าย้อม ขนาดเด็ก 1-3 ปี สีเขียวโศก,0,ผืน,150,กลุ่มงานบริหารทั่วไป,0
P230-000664,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อผู้ใหญ่ ผ้าย้อม แบบป้ายข้าง ขนาด XXL สีเขียวโศก,0,ตัว,250,กลุ่มงานบริหารทั่วไป,0
P230-000665,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อผู้ใหญ่ ผ้าวินเซนต์ แบบป้ายข้าง ขนาด XXL สีแดงเลือดนก,0,ตัว,250,กลุ่มงานบริหารทั่วไป,0
P230-000666,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อผู้ใหญ่ ผ้าวินเซนต์ แบบป้ายข้าง ขนาด XL สีเม็ดมะปราง,0,ตัว,250,กลุ่มงานบริหารทั่วไป,0
P230-000667,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกางเกงแพทย์ ผ้าโทเร แบบคอวี และกางเกง ขนาด L สีเขียวแก่,0,ตัว,500,กลุ่มงานบริหารทั่วไป,0
P230-000668,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกางเกงแพทย์ ผ้าวินเซนต์ แบบคอวี และกางเกง ขนาด XXL สีเม็ดมะปราง,0,ตัว,580,กลุ่มงานบริหารทั่วไป,0
P230-000669,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกางเกงแพทย์ ผ้าวินเซนต์ แบบคอวี และกางเกง ขนาด XXXL สีเม็ดมะปราง,0,ตัว,650,กลุ่มงานบริหารทั่วไป,0
P230-000670,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เอี๊ยม ผ้ายางหนังเทียม,0,ผืน,195,กลุ่มงานบริหารทั่วไป,0
P230-000671,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ชุดสครับ ผ้าโทเรหนา แบบเสื้อคอวี และกางเกง ขนาด L คละสี,0,ชุด,800,กลุ่มงานบริหารทั่วไป,0
P230-000672,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ชุดสครับ ผ้าโทเรหนา แบบเสื้อคอวี และกางเกง ขนาด M คละสี,0,ชุด,800,กลุ่มงานบริหารทั่วไป,0
P230-000673,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ชุดสครับ ผ้าโทเรหนา แบบเสื้อคอวี และกางเกง ขนาด XL คละสี,0,ชุด,800,กลุ่มงานบริหารทั่วไป,0
P230-000674,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ชุดสครับ ผ้าโทเรหนา แบบเสื้อคอวี และกางเกง ขนาด XXL คละสี,0,ชุด,800,กลุ่มงานบริหารทั่วไป,0
P230-000675,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ตรายาง สำหรับปั๊มเจาะเลือดประจำปีผู้ป่วย,4,อัน,150,งานโรคไม่ติดต่อเรื้อรัง,4
P230-000676,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ตรายาง สำหรับปั๊มโทรเลื่อนนัด,0,อัน,180,งานโรคไม่ติดต่อเรื้อรัง,0
P230-000677,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ตรายาง สำหรับปั๊มบันทึกกิจกรรมในผู้ป่วยCOPD/Asthma,0,อัน,200,งานโรคไม่ติดต่อเรื้อรัง,0
P230-000678,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ตรายาง สำหรับปั๊มแนะนำสำหรับการเตรียมตัวเจาะเลือด,4,อัน,100,งานโรคไม่ติดต่อเรื้อรัง,4
P230-000679,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 60 ลิตร,4,ถัง,995,งานผู้ป่วยในหญิงและเด็ก,4
P230-000680,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก ขนาด 60 ลิตร,0,ถัง,950,งานผู้ป่วยในหญิงและเด็ก,0
P230-000681,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,พรมเช็ดเท้า แบบดักฝุ่น,2,ผืน,350,งานผู้ป่วยในหญิงและเด็ก,2
P230-000682,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ฉากกันห้อง แบบครึ่งกระจกใส ขัดลาย ขนาด 80*160 ซม.,0,ชุด,"5,500.00",งานผู้ป่วยในหญิงและเด็ก,0
P230-000683,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,กล่องอเนกประสงค์ ชนิดพลาสติก แบบมีหูหิ้ว ฝาปิดระบบล็อก 2 ด้าน ความจุ 19 ลิตร ขนาด 38.5 x 26 x 22 ซม.,0,ใบ,250,งานผู้ป่วยในหญิงและเด็ก,0
P230-000684,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ตู้อเนกประสงค์ ชนิดพลาสติก แบบ 5 ชั้น ขนาด 17.5 × 24.5 × 27 ซม,0,อัน,475,งานผู้ป่วยในหญิงและเด็ก,0
P230-000685,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ชั้นอเนกประสงค์ ชนิดตะแกรงเหล็ก แบบ 4 ชั้น ขนาด 90 x 45 x 160 ซม.,0,อัน,"1,780.00",งานผู้ป่วยนอก,0
P230-000686,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ชั้นอเนกประสงค์ แบบ 4 ชั้น ขนาด 42 ซม.,0,อัน,488,งานผู้ป่วยนอก,0
P230-000687,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,ที่วัดส่วนสูง แบบมีฐาน ขนาด 200 ซม.,1,ชุด,"1,750.00",งานผู้ป่วยนอก,1
P230-000688,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,กล่องอเนกประสงค์ ชนิดพลาสติก แบบมีหูหิ้ว ฝาปิดระบบล็อก 2 ด้าน ความจุ 19 ลิตร ขนาด 38.5 x 26 x 22 ซม.,0,ใบ,240,งานผู้ป่วยนอก,0
P230-000689,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง-งบหน่วยงาน,บันได ชนิดอลูมีเนียม แบบ 8 ขั้น,0,อัน,"2,550.00",งานผู้ป่วยนอก,0
P230-000690,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก แบบฝาปิด ขนาด 50 ลิตร,0,ถัง,"2,150.00",งานผู้ป่วยในชาย,0
P230-000691,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก แบบฝาปิด ขนาด 40 ลิตร,0,ถัง,"1,700.00",งานผู้ป่วยในชาย,0
P230-000692,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 35 ลิตร,0,ใบ,750,งานผู้ป่วยในชาย,0
P230-000693,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก แบบเท้าเหยียบ ขนาด 18 ลิตร,0,ใบ,500,งานผู้ป่วยในชาย,0
P230-000694,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ถังขยะ ชนิดพลาสติก ทรงสูง แบบมีล้อและมีฝา ขนาด 120 ลิตร,0,ใบ,"1,800.00",งานผู้ป่วยในชาย,0
P230-000695,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,กระดาษโน๊ต แบบมีกาว ขนาด 3x3 นิ้ว,0,แพ็ค,30,งานแพทย์แผนไทย,0
P230-000696,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,กระดาษโน๊ต แบบมีกาว ขนาด 0.8x3 นิ้ว,0,แพ็ค,25,งานแพทย์แผนไทย,0
P230-000697,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,รองเท้า ชนิดผ้ารังผึ้ง แบบ Slippers,20,คู่,110,งานแพทย์แผนไทย,20
P230-000698,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,พรมเช็ดเท้า ขนาด 45*70 ซม.,6,ผืน,499,งานแพทย์แผนไทย,6
P230-000699,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,พรมเช็ดเท้า ขนาด 45*120 ซม.,6,ผืน,830,งานแพทย์แผนไทย,6
P230-000700,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,อิฐ ประสาน ขนาด 10*10*30 ซม.,20,ก้อน,20,กลุ่มงานบริหารทั่วไป,20
P230-000701,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,ดิน ชนิดถุงสำเร็จ สำหรับปลูกต้นไม้,10,ถุง,10,กลุ่มงานบริหารทั่วไป,10
P230-000702,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า-งบหน่วยงาน,แบตเตอรี่ แบบชาร์จไฟ ขนาด 800 มิลลิแอมป์,0,ก้อน,500,กลุ่มงานบริการด้านปฐมภูมิฯ,0
P230-000703,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ตะกร้า ชนิดพลาสติก แบบทรงเหลี่ยม ขนาด 14 x 14.5 นิ้ว,0,ใบ,180,กลุ่มงานบริการด้านปฐมภูมิฯ,0
P230-000704,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน-งบหน่วยงาน,กระดาน White board ติดผนัง ขนาด 120 x 90 cm. แบบติดผนัง ขนาด 120 x 90 ซม.,0,แผ่น,"1,500.00",กลุ่มงานบริการด้านปฐมภูมิฯ,0
P230-000705,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง-งบหน่วยงาน,บันได ชนิดอเนกประสงค์ แบบ 20 ขั้น,0,ตัว,"5,900.00",กลุ่มงานบริการด้านปฐมภูมิฯ,0
P230-000706,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว-งบหน่วยงาน,ตะกร้า ชนิดพลาสติก แบบทรงกลมและมีหูหิ้ว,0,ใบ,250,กลุ่มงานบริการด้านปฐมภูมิฯ,0
P230-000707,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แมกเนติก,0,ตัว,730,กลุ่มงานบริหารทั่วไป,0
P230-000708,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,โอเวอร์โหลด,0,ตัว,970,กลุ่มงานบริหารทั่วไป,0
P230-000709,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ล้อรถเข็น แบบแป้นหมุน ขนาด 5 นิ้ว,2,อัน,265,กลุ่มงานบริหารทั่วไป,2
P230-000710,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ล้อรถเข็น แบบแป้นตาย ขนาด 5 นิ้ว,2,อัน,245,กลุ่มงานบริหารทั่วไป,2
P230-000711,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,หมึก Printer Ink jet BT-D60 BK สีดำ,6,กล่อง,350,กลุ่มงานบริหารทั่วไป,6
P230-000712,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,หมึก Printer Ink jet BT5000C สีฟ้า,6,กล่อง,290,กลุ่มงานบริหารทั่วไป,6
P230-000713,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,หมึก Printer Ink jet BT5000M สีชมพู,6,กล่อง,290,กลุ่มงานบริหารทั่วไป,6
P230-000714,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,หมึก Printer Ink jet BT5000Y สีเหลือง,6,กล่อง,290,กลุ่มงานบริหารทั่วไป,6
P230-000715,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,หน้าจาน ชนิดเหล็ก แบบเกลียว ขนาด 2 นิ้ว,0,ตัว,600,กลุ่มงานบริหารทั่วไป,0
P230-000716,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น๊อต สำหรับหน้าแปลน,0,ชุด,30,กลุ่มงานบริหารทั่วไป,0
P230-000717,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ยางประเก็น สำหรับหน้าแปลน,0,อัน,120,กลุ่มงานบริหารทั่วไป,0
P230-000718,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุดกรองอากาศ (Silencer valve) สำหรับเครื่องเติมอากาศ,0,ชุด,"19,474.00",กลุ่มงานบริหารทั่วไป,0
P230-000719,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุดน้ำทิ้ง สำหรับอ่างล้างเครื่องมือ,2,ชุด,358,กลุ่มงานบริหารทั่วไป,2
P230-000720,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ลูกบิด ชนิดหัวกลม,7,อัน,99,กลุ่มงานบริหารทั่วไป,7
P230-000721,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สามทาง ชนิด PVC แบบลด ขนาด 1 นิ้ว,5,อัน,18,กลุ่มงานบริหารทั่วไป,5
P230-000722,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิ๊บ ชนิดพลาสติก สำหรับจับท่อ ขนาด 1 นิ้ว,0,อัน,4,กลุ่มงานบริหารทั่วไป,0
P230-000723,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ประตูน้ำ ชนิด PVC ขนาด 1 นิ้ว,0,อัน,350,กลุ่มงานบริหารทั่วไป,0
P230-000724,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ประตูน้ำ ชนิดทองเหลือง ขนาด 1 นิ้ว,0,อัน,295,กลุ่มงานบริหารทั่วไป,0
P230-000725,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สกรู ชนิดเกลียวปล่อย ขนาด 1 นิ้ว,4,กล่อง,78,กลุ่มงานบริหารทั่วไป,4
P230-000726,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แปรงสลัดน้ำ,0,ด้าม,60,กลุ่มงานบริหารทั่วไป,0
P230-000727,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ฟองน้ำ สำหรับฉาบปูน,0,แผ่น,8,กลุ่มงานบริหารทั่วไป,0
P230-000728,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แผ่นขัดเอนกประสงค์,0,ม้วน,550,กลุ่มงานบริหารทั่วไป,0
P230-000729,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ไม้อัด หนา 15 มม.,0,แผ่น,715,กลุ่มงานบริหารทั่วไป,0
P230-000730,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,คาบูเรเตอร์ สำหรับเครื่องตัดแต่งกิ่งไม้,0,ชุด,520,กลุ่มงานบริหารทั่วไป,0
P230-000731,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถุงหิ้ว ชนิดพลาสติก ขนาด 6*14 นิ้ว สีขาว,12,แพค,42,กลุ่มงานบริหารทั่วไป,12
P230-000732,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,แฟ้ม แบบแขวน สีม่วง,0,แฟ้ม,15,กลุ่มงานบริหารทั่วไป,0
P230-000733,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ขายึด ชนิดเหล็ก สำหรับอ่าง,2,ชุด,40,กลุ่มงานบริหารทั่วไป,2
P230-000734,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เทอร์โมฟิวส์ แบบ 188 องศา ขนาด 10A,0,อัน,10,กลุ่มงานบริหารทั่วไป,0
P230-000735,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เทอมินอล สำหรับต่อสายไฟ,0,อัน,4,กลุ่มงานบริหารทั่วไป,0
P230-000736,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED ขนาด 1 W สีแดง,1,หลอด,35,กลุ่มงานบริหารทั่วไป,1
P230-000737,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กไฟ แบบกราวเดี่ยว,2,อัน,45,กลุ่มงานบริหารทั่วไป,2
P230-000738,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ยกเลิก กิ๊บ ชนิดพลาสติก,0,อัน,20,กลุ่มงานบริหารทั่วไป,0
P230-000739,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,กิ๊บ ชนิดพลาสติก สำหรับสายโทรศัพท์ 2C,0,กล่อง,20,กลุ่มงานบริหารทั่วไป,0
P230-000740,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ใบพัดลม ขนาด 16 นิ้ว,0,อัน,120,กลุ่มงานบริหารทั่วไป,0
P230-000741,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปลั๊กอุด แบบอุด ขนาด 1/2 นิ้ว,5,อัน,6,กลุ่มงานบริหารทั่วไป,5
P230-000742,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,พวงมาลา ชนิดดอกไม้ประดิษฐ์,0,พวง,"2,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000743,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,น้ำยาฆ่าหญ้า แบบแกลลอน,2,แกลลอน,900,กลุ่มงานบริหารทั่วไป,2
P230-000744,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,เข็มหมุด,0,กล่่อง,65,กลุ่มงานบริหารทั่วไป,0
P230-000745,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ปุ่มกด สำหรับประตูรีโมทอัตโนมัติ,0,ชุด,"3,500.00",กลุ่มงานบริหารทั่วไป,0
P230-000746,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,สมุด สำหรับลงนามถวายพระพร,0,เล่ม,600,กลุ่มงานบริหารทั่วไป,0
P230-000747,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,พระบรมฉายาลักษณ์ สมเด็จเจ้าฟ้าพัชรกิติยาภาฯ,0,บาน,"1,200.00",กลุ่มงานบริหารทั่วไป,0
P230-000748,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ไขควง สำหรับเช็คกระแสไฟฟ้า,0,อัน,135,กลุ่มงานบริหารทั่วไป,0
P230-000749,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ขาหลอดนีออน แบบสปริงหัวโต,10,คู่,35,กลุ่มงานบริหารทั่วไป,10
P230-000750,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูกเสียบ ชนิดขาแบน แบบยาง,0,อัน,10,กลุ่มงานบริหารทั่วไป,0
P230-000751,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,รางสายไฟ แบบ TT202,0,เส้น,40,กลุ่มงานบริหารทั่วไป,0
